Requested URL,Final URL,Performance: Overall Performance Category Score (numeric),Performance: First Contentful Paint (numeric),Performance: Time to Interactive (numeric),Performance: Speed Index (numeric),Performance: Total Blocking Time (numeric),Performance: Largest Contentful Paint (numeric),Performance: Cumulative Layout Shift (numeric),Performance: Max Potential First Input Delay (numeric),Performance: First Meaningful Paint (numeric),Performance: Eliminate render-blocking resources (numeric),Performance: Properly size images (numeric),Performance: Defer offscreen images (numeric),Performance: Minify CSS (numeric),Performance: Minify JavaScript (numeric),Performance: Reduce unused CSS (numeric),Performance: Reduce unused JavaScript (numeric),Performance: Efficiently encode images (numeric),Performance: Serve images in next-gen formats (numeric),Performance: Enable text compression (numeric),Performance: Preconnect to required origins (numeric),Performance: Initial server response time was short (binary),Performance: Avoid multiple page redirects (numeric),Performance: Preload key requests (notApplicable),Performance: Use HTTP/2 (numeric),Performance: Use video formats for animated content (numeric),Performance: Remove duplicate modules in JavaScript bundles (numeric),Performance: Avoid serving legacy JavaScript to modern browsers (numeric),Performance: Preload Largest Contentful Paint image (numeric),Performance: Avoids enormous network payloads (numeric),Performance: Uses efficient cache policy on static assets (numeric),Performance: Avoids an excessive DOM size (numeric),Performance: Avoid chaining critical requests (informative),Performance: User Timing marks and measures (notApplicable),Performance: JavaScript execution time (numeric),Performance: Minimizes main-thread work (numeric),Performance: All text remains visible during webfont loads (binary),Performance: Keep request counts low and transfer sizes small (informative),Performance: Minimize third-party usage (notApplicable),Performance: Lazy load third-party resources with facades (notApplicable),Performance: Largest Contentful Paint element (informative),Performance: Largest Contentful Paint image was not lazily loaded (binary),Performance: Avoid large layout shifts (notApplicable),Performance: Uses passive listeners to improve scrolling performance (binary),Performance: Avoids `document.write()` (binary),Performance: Avoid long main-thread tasks (informative),Performance: Avoid non-composited animations (notApplicable),Performance: Image elements do not have explicit `width` and `height` (binary),"Performance: Has a `<meta name=""viewport"">` tag with `width` or `initial-scale` (binary)",Performance: Avoids `unload` event listeners (binary),Performance: Performance budget (notApplicable),Performance: Timing budget (notApplicable),Performance: Network Requests (informative),Performance: Network Round Trip Times (informative),Performance: Server Backend Latencies (informative),Performance: Tasks (informative),Performance: Diagnostics (informative),Performance: Metrics (informative),Performance: Screenshot Thumbnails (informative),Performance: Final Screenshot (informative),Performance: Script Treemap Data (informative)
https://cv.johanedlund.se/,https://cv.johanedlund.se/,1,0.98,1,1,1,1,1,1,1,0.94,1,1,1,1,1,1,1,0.47,1,0.9,1,1,-1,1,1,1,1,1,1,1,1,-1,-1,1,1,1,-1,-1,-1,-1,1,-1,1,1,-1,-1,0,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
